SISN,REFA,HEADING,DATEEX_BEGINNING,DATEEX_END,FUN,ADM,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,SOURCE,SUC_1,SUC_2,SUC_3,SUC_4,DATECONT_1_BEGINNING,DATECONT_1_END,CONTAG_1,DATECONT_2_BEGINNING,DATECONT_2_END,CONTAG_2,DATECONT_3_BEGINNING,DATECONT_3_END,CONTAG_3,DATECONT_4_BEGINNING,DATECONT_4_END,CONTAG_4,DATECONT_5_BEGINNING,DATECONT_5_END,CONTAG_5,DATECONT_6_BEGINNING,DATECONT_6_END,CONTAG_6,DATECONT_7_BEGINNING,DATECONT_7_END,CONTAG_7,DATECONT_8_BEGINNING,DATECONT_8_END,CONTAG_8,DATECONT_9_BEGINNING,DATECONT_9_END,CONTAG_9,DATECONT_10_BEGINNING,DATECONT_10_END,CONTAG_10,DATECONT_11_BEGINNING,DATECONT_11_END,CONTAG_11,DATECONT_12_BEGINNING,DATECONT_12_END,CONTAG_12,DATECONT_13_BEGINNING,DATECONT_13_END,CONTAG_13,DATECONT_14_BEGINNING,DATECONT_14_END,CONTAG_14,AUTHTP_1,AUTHTP_2,NAME,AA,PAR_1,PAR_2,PAR_3,PAR_4,SEEALSO,PRED_1,PRED_2,PRED_3,PRED_4,PRED_5,RULES,STATUSA,WEBA
3763,AA91,Ontario. Ministry of Financial Institutions,,,"The Ministry of Financial Institutions was responsible for regulating the market conduct of financial institutions in the province of Ontario, including credit unions, co-operatives, trust companies, and insurance companies (chartered banks, however, are not regulated by the provincial government). Regulation was aimed at protecting the consumer, ensuring confidence in the financial system, and maximizing the contribution of financial institutions to overall economic growth in the province.","The Ministry of Financial Institutions was established on April 1, 1986, from the Financial Institutions Division of the Ministry of Consumer and Commercial Relations. The structure of the new Ministry was such that the Superintendent of Insurance and the Superintendent of Deposit Institutions were in charge of the primary functions of the Ministry, while a number of administrative support branches existed which reported to the Deputy Minister. The Pension Commission of Ontario and the Ontario Securities Commission reported separately to the Deputy Minister, as did the Ontario Automobile Insurance Board during its brief existence. Two significant administrative changes occurred within the Ministry of Financial Institutions between 1986 and 1993. The first occurred when the Ontario Insurance Commission was formed on May 29, 1990. The Commission assumed the responsibilities formerly held by the Superintendent of Insurance (and those branches reporting to the Superintendent) and the Ontario Automobile Insurance Board, although its responsibilities were expanded somewhat beyond those held by both predecessor bodies. The second was the formation of the Ontario Automobile Insurance Review (AIR), which was announced by the Premier of Ontario in the 1990 Throne Speech. The review was responsible for developing a comprehensive reform of the automobile insurance system in Ontario, and establishing a corporation to implement and run a government funded insurance system. Essentially, the Review was a division of the Ministry, headed by a Deputy Minister. Within the division, two branches existed: a Corporate Services Branch and a Policy and Support Branch. The Ministry of Financial Institutions was disbanded in February, 1993 when the Ministry of Finance replaced the former Ministries of Financial Institutions, Treasury and Economics, and Revenue.",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24",Ontario. Ministry of Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Financial Institutions,,,,,,,Ontario. Ministry of Consumer and Commercial Relations. Financial Institutions Division,,,,,Rules for Archival Description,Approved,Y
3764,AA36,Ontario. Ministry of Government Services,,,"The Ministry of Government Services was responsible for providing accommodation facilities and a variety of goods and services in support of Ontario government Ministries and agencies. These responsibilities included the design, construction, renovation, repair and maintenance of government buildings; centralized services for government workers such as employee benefits and payroll, as well as central mail and translation services; responsibility over  government property; and responsibility for providing government ministries, agencies and boards with information technology and services including computers and telecommunications equipment.","The Ministry of Government Services was created in 1972 assuming the functions of the former Department of Public Works. The structure of the Ministry changed often over the years. Some of the more prominent divisions included the Communication and Computer Services Division, the  Marketed Services Division, the General Services Division, the Property Development Division, Accommodation, the Realty Group, and the Supply and Services Division. Most of the divisions within the Ministry were run by Executive Director's, however, certain divisions at certain times were grouped together and placed under the responsibility of an Assistant Deputy Minister. The Ministry ceased to exist in 1993. At that time, many of the functions performed by the Ministry were transferred to the Secretariat of the Management Board of Cabinet.",MGS,,,,,,,,,,,"Canadiana Name Authorities, 1996-12-24. Ontario Government Telephone Directories, 1973-1995. KWIC Indexes, 1980-1995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Government Services,,,,,,,Ontario. Dept. of Public Works,,,,,Rules for Archival Description,Approved,Y
3765,AA42,Ontario. Ministry of Health,,,"The Ministry of Health is responsible for administering the health care system and providing services to the Ontario public through programs such as health insurance, care for the mentally ill, drug services, home care services, and the regulation of hospitals and nursing homes. The Ministry also operates psychiatric hospitals, medical laboratories and provides funding and leadership for local public health services.","The Department of Health was renamed the Ministry of Health in 1972. Since 1972, the Ministry has been restructured often and a number of different divisions have existed within it. They have, however, tended to focus around five primary areas: health insurance; community and public health services; institutional health (including administration of hospitals, ambulance services, nursing homes and psychiatric hospitals); administration and finance; and information systems. Agencies which report to the Ministry include the Addiction Research Foundation, the Ontario Cancer Treatment and Research Foundation, the District Health Councils, and the Ontario Mental Health Foundation. On June 17, 1999 the Ministry of Health was renamed the Ministry of Health and Long-Term Care.",MS.,MOH,,,,,,,,,,"Government of Ontario Telephone Directory, 1995-96. KWIC Indexes, 1972-1995. Canadiana Name Authorities, 1996-12-24",Ontario. Ministry of Health and Long-Term Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Health,,,,,,,Ontario. Dept. of Health,,,,,Rules for Archival Description,Approved,Y
3766,AA92,Ontario. Ministry of Housing (1973-1981),,,The Ministry of Housing was responsible for co-ordinating provincial efforts to meet the housing needs of Ontario residents. Activities of the Ministry included: provision of rent-geared-to-income housing for those with low and moderate incomes; encouraging the development of housing and rental accommodation; facilitating home- ownership; improving existing housing; and fostering effective municipal planning.,"The Ministry of Housing was established by legislation in 1973. Transferred to the Ministry  were the Plans Administration Branch of the Ministry of Treasury, Economics and Intergovernmental Affairs, as well as the Ontario Housing Corporation, which previously reported to the Ministry of Revenue. Organizationally, the Ministry consisted of a number of divisions, over which either the Deputy Minister or an Assistant Deputy Minister was responsible. The three areas over which the Assistant Deputy Ministers presided were Community Planning, Community Development (originally named Housing Development) and Land Development. There was also a Ministry Secretariat from 1973 to 1976 and a Policy and Program Development Secretariat from 1973 to 1981. Agencies which reported to the Ministry included the Ontario Housing Corporation, the Ontario Mortgage Corporation and the Ontario Land Corporation. The Ministry existed until 1981, when it acquired the municipal affairs functions of the Ministry of Intergovernmental Affairs (essentially the Assistant Deputy Minister-Municipal Affairs and the Local Government Division) and was renamed the Ministry of Municipal Affairs and Housing (1981-1985).",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. Government of Ontario Telephone Directories, 1972-1981",Ontario. Ministry of Municipal Affairs and Housing (1981-1985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Housing,,,,,,,,,,,,Rules for Archival Description,Approved,Y
3767,AA94,Ontario. Ministry of Housing (1985-1995),,,"The Ministry of Housing was responsible for programs and strategies to ensure affordable rental housing for low and moderate income households in the province. Activities of the Ministry included: providing rent-geared-to-income housing; supporting municipal, private and co-operative non-profit housing; administering rent review legislation; developing and maintaining the Ontario Building and Plumbing Codes; and developing Ontario's building industry.","The Ministry of Housing was established in 1985 when the Ministry of Municipal Affairs and Housing (1981-1985) was divided into two separate Ministries. The branches of the Ministry were grouped together under the administration of either the Deputy Minister or one of three Assistant Deputy Ministers. The divisions over which the Assistant Deputy Ministers presided were the Corporate Resources Management Division, the Housing Policy Division (renamed the Housing Planning and Policy Division in 1993), and the Housing Operations Division (originally named the Social Housing Division). In addition, several agencies reported to the Legislature through the Minister of Housing. These included the Ontario Housing Corporation, the Ontario Mortgage Corporation, the Residential Tenancy Commission, the Residential Rental Standards Board, and the Rent Review Hearings Board. The Ministry continued to exist until 1995, when it was re-joined with the Ministry of Municipal Affairs to form the Ministry of Municipal Affairs and Housing (1995-    ).",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. KWIC Indexes, 1985-1995. Government of Ontario Telephone Directories, 1985-1996",Ontario. Ministry of Municipal Affairs and Housing (1995- ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Housing,,,,,,,Ontario. Ministry of Municipal Affairs and Housing (1981-1985),,,,,Rules for Archival Description,Approved,Y
3768,AA13,Ontario. Ministry of Industry and Tourism,,,"The Ministry of Industry and Tourism was responsible for the promotion and development of Ontario's manufacturing and tourism sectors. The Ministry worked to increase the sales of Ontario businesses, both domestically and abroad; to search out new market opportunities; to encourage new technology; to identify key economic problems or opportunities; and to assist in the development and promotion of Ontario's tourism industry.","The Ministry of Industry and Tourism was formed in 1972 from the amalgamation of the Department of Trade and Development with the Department of Tourism and Information. The Ministry consisted of a number of different branches which were organized into divisions. These divisions included: the Division of Tourism (1973- 1982); the Communications Division (1972- 1982); the Administration Division (1972- 1982); the Small Business Operations Division (1973-1976); the Policy and Priorities Division (1977-1982); and the Division of Industry (1973-1976) and the Division of Trade (1973-1976) which were merged to form the Division of Industry and Trade (1977-1978) and then renamed the Industry Division (1979-1982). Agencies which reported to the Ministry included Ontario Place, the Development Corporations, the Ontario Research Foundation, Ontario House in London, England, and the various Travel Information Centres across the Province. The Ministry continued to exist until 1982, when legislation was passed to divide it into the Ministry of Tourism and Recreation and the Ministry of Industry and Trade.",MIT,,,,,,,,,,,"Ontario. Ministry of Industry and Tourism. Industry, Trade and Tourism Review. 1974. KWIC Indexes, 1975-1982. Government of Ontario Telephone Directories, 1972-1982. Canadiana Name Authorities, 1996-12-24",Ontario. Ministry of Tourism and Recreation (1982-1993).,Ontario. Ministry of Industry and Trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Industry and Tourism,,,,,,,Ontario. Dept. of Trade and Development.,Ontario. Dept. of Tourism and Information,,,,Rules for Archival Description,Approved,Y
3769,AA24,Ontario. Ministry of Industry and Trade,,,"The Ministry of Industry and Trade supported the growth of productive, stable employment by expanding domestic and international trade, encouraging investment opportunities, strengthening the competitiveness of Ontario's industrial base, and assisting small business development.","The Ministry of Industry and Trade was created on February 13, 1982, when the Ministry of Industry and Tourism was divided to form the Ministry of Tourism and Recreation and the Ministry of Industry and Trade. The branches of the Ministry were organized into three divisions, each administered by an Assistant Deputy Minister. These were the Trade Division, the Industry Division, and the Information and Support Division. In 1984, the Information and Support Division was abolished and the Innovation and Technology Division was established. Agencies which reported to the Ministry included the Development Corporations, the Ontario International Corporation, the Ontario Research Foundation, the Metropolitan Toronto Convention Centre Corporation, and the IDEA Corporation. The Ministry lasted for only three years and was renamed the Ministry of Industry, Trade and Technology in June of 1985.",MIT.,Industry & Trade Ontario,,,,,,,,,,"Government of Ontario Telephone Directories, 1982-1983. Guide to Services of the Ontario Government, 1982-1985. Canadiana Name Authorities, 1996-12-24","Ontario. Ministry of Industry, Trade and Technology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Industry and Trade,,,,,,,Ontario. Ministry of Industry and Tourism,,,,,Rules for Archival Description,Approved,Y
3771,AA87,Ontario. Ministry of Intergovernmental Affairs,,1978,"The Ministry of Intergovernmental Affairs is responsible for providing advice and policy development on the relations of the Government of Ontario with the Federal Government, and with the other provincial and territorial governments. The Ministry is also responsible for providing advice to the Government of Ontario on constitutional matters and on Ontario's role in the federation. The Ministry was also responsible for municipal affairs until 1981, when these functions were transferred to the Ministry of Municipal Affairs and Housing.","The Ministry of Intergovernmental Affairs was established in 1978 with the division of the Ministry of Treasury, Economics and Intergovernmental Affairs into two separate Ministries. Presiding over the Ministry is the Minister of Intergovernmental Affairs. Since its establishment, the branches of the Ministry have tended to focus on five primary functional areas. These are municipal affairs, international relations, federal- provincial relations, Ontario-Quebec relations, and administrative and corporate services. In 1981, the municipal affairs functions of the Ministry were removed and amalgamated with the Ministry of Housing to form the Ministry of Municipal Affairs and Housing. In 1991, the International Relations Branch was transferred to the Ministry of Industry, Trade and Technology. Also, the Office of Federal-Provincial Relations was renamed the Office of Constitutional Affairs and Federal-Provincial Relations, reflecting an increase in the importance of the Office's responsibilities to provide advice to the Government of Ontario on constitutional matters.",MAI.,MIA,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. KWIC Indexes, 1978-1996. Government of Ontario Telephone Directories, 1978-1996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Intergovernmental Affairs,,,,,,,"Ontario. Ministry of Treasury, Economics and Intergovernmental Affairs",,,,,Rules for Archival Description,Approved,Y
3772,AA43,Ontario. Ministry of Labour,,1972,"The Ministry of Labour is responsible for promoting sound industrial relations, occupational health and safety, and equality of treatment and opportunity in employment.","The Ministry of Labour was established in 1972, replacing the former Department of Labour. With the change, however, several functions of the former Department were transferred to other jurisdictions - primarily the Ministry of Consumer and Commercial Relations and the Ministry of Colleges and Universities. Since its establishment, the Ministry has consisted of a variety of branches and divisions which have tended to focus on four primary areas: industrial relations; occupational health and safety; employment; and department administration. Some of the more prominent branches include the Office of Arbitration, the Employment Standards Branch, Conciliation and Mediation Services, the Occupational Health and Safety Branch,  Mining Health and Safety Branch, and the Office of Employment Equity. Agencies which have reported to the Ministry include the Worker's Compensation Board, the Ontario Labour Relations Board, the Ontario Human Rights Commission, the Pay Equity Commission, the Ontario Manpower Commission, and the Workplace Health and Safety Agency, among others.",MOL,,,,,,,,,,,"KWIC Indexes, 1980-1995. Canadiana Name Authorities, 1996-12-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Labour,,,,,,,Ontario. Dept. of Labour,,,,,Rules for Archival Description,Approved,Y
3773,AA95,Ontario. Ministry of Municipal Affairs,,,The Ministry of Municipal Affairs was responsible for the province's policies and programs relating to municipal government. Activities of the Ministry included: financial assistance to municipalities through transfer payments; legislation and policy development regarding municipalities; provision of advice and assistance on municipal administration and organization; and the co-ordination of community and land use planning.,"The Ministry of Municipal Affairs was established in 1985, when the Ministry of Municipal Affairs & Housing (1981-1985) was divided into two separate Ministries. The Ministry was presided over by the Minister of Municipal Affairs, who was assisted by a Deputy Minister and several Assistant Deputy Ministers. Until 1989, the branches of the Ministry were essentially grouped into two primary divisions - Municipal Affairs and Community Planning. In 1989, however, the Ministry was restructured and the divisions were reformed as the Municipal Policy Development Division and the Municipal Operations Division. The administrative services of the Ministry were carried out by a Corporate Resources Management Division, which was jointly responsible for the human resources, financial and accounting, facilities, and communications services of both the Ministry of Municipal Affairs and the Ministry of Housing. Agencies which reported to the Ministry included the Ontario Municipal Board, the Ontario Municipal Audit Bureau, and the Niagara Escarpment Commission. The Ministry of Municipal Affairs continued to exist until 1995, when it was re-amalgamated with the Ministry of Housing (1985-1995) to form the Ministry of Municipal Affairs and Housing (1995- ).",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. KWIC Indexes, 1985-1995. Government of Ontario Telephone Directories, 1985-1995. Ministry of Municipal Affairs Annual Reports, 1985-1991",Ontario. Ministry of Municipal Affairs and Housing (1995- ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Municipal Affairs,,,,,,,Ontario. Ministry of Municipal Affairs and Housing (1981-1985),,,,,Rules for Archival Description,Approved,Y
3774,AA93,Ontario. Ministry of Municipal Affairs and Housing (1981-1985),,,"The Ministry of Municipal Affairs and Housing was responsible for advisory, administrative and financial assistance to municipalities; community planning, development and renewal; and the provision of rent- geared-to-income housing for qualified households in Ontario.","The Ministry of Municipal Affairs and Housing was established in 1981 from the amalgamation of the Ministry of Housing (1973-1981) with the municipal affairs functions of the Ministry of Intergovernmental Affairs (essentially the Office of the Assistant Deputy Minister - Municipal Affairs and the Local Government Division). Administratively, the Ministry consisted of the Minister of Municipal Affairs and Housing, the Deputy Minister, and four Assistant Deputy Ministers. The four areas over which the Assistant Deputy Ministers were responsible were: Land Development (renamed Real Estate in 1983); Community Planning; Municipal Affairs; and Community Development. Agencies which reported to the Ministry included the Ontario Land Corporation, the Ontario Mortgage Corporation, and the Ontario Housing Corporation. The Ministry existed until 1985, when it was divided to form the Ministry of Housing (1885-1995) and the Ministry of Municipal Affairs.",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. Government of Ontario Telephone Directories, 1981-1985. KWIC Indexes, 1981-1984",Ontario. Ministry of Housing (1985-1995).,Ontario. Ministry of Municipal Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Municipal Affairs and Housing,,,,,,,Ontario. Ministry of Housing (1973-1981),,,,,Rules for Archival Description,Approved,Y
3775,AA96,Ontario. Ministry of Municipal Affairs and Housing (1995-2016),,,"The Ministry of Municipal Affairs and Housing is responsible for municipal government, community planning and housing related programs in Ontario. The Ministry provides administrative and financial assistance and support to municipalities, advice on community land use, planning and renewal, and rent-geared-to-income housing for qualified households. The Ministry also administers rental legislation and ensures building safety through the administration of the Ontario Building and Plumbing Codes.","The Ministry of Municipal Affairs and Housing was established in 1995 with the amalgamation of the Ministry of Municipal Affairs and the Ministry of Housing. Agencies reporting to the Ministry include the Ontario Municipal Board, the Ontario Mortgage Corporation, the Ontario Housing Corporation, the Rent Review Hearings Board, and the Office for the Greater Toronto Area (OGTA). In 2016 the Ministry of Municipal Affairs and Housing diverged into two separate ministries, the Ministry of Municipal Affairs and the Ministry of Housing.",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. Government of Ontario Telephone Directory, 1995-96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Municipal Affairs and Housing,,,,,,,Ontario. Ministry of Housing (1985-1995).,Ontario. Ministry of Municipal Affairs,,,,Rules for Archival Description,Preliminary,
3776,AA17,Ontario. Ministry of Natural Resources,,,"The Ministry of Natural Resources is responsible for programs concerned with the land, water, trees, fish and animals of the province. Ministry activities include: the administration and protection of Crown lands and waters; regulation of the fish and wildlife resources of Ontario; management of the production and harvest of timber; forest fire control; development and administration of provincial parks and recreation areas; and the provision of financial assistance to Conservation Authorities. Between 1972 and 1977, the Ministry was also responsible for programs and activities associated with northern affairs, and from 1972 until 1985, the Ministry was responsible for mines.","The Ministry of Natural Resources was established in 1972, with the merging of the Department of Lands and Forests with the Department of Mines. The head of the Ministry is the Minister of Natural Resources. The many branches of the Ministry have been organised into a number of divisions over the years. Although the names of these divisions have at times changed, they have tended to focus around several primary areas: water and land conservation and management; fish and wildlife management; field services and regional office administration; forest resources; and provincial parks and recreation areas. The Ministry was responsible for programs and activities concerning northern affairs, until 1977, and for mines, until 1985. The northern affairs functions was removed from the Ministry in 1977 and established as the Ministry of Northern Affairs. In 1985, the mines functions were transferred to the Ministry of Northern Affairs, which was subsequently renamed the Ministry of Northern Affairs and Mines. Agencies of the Ministry have included: the Niagara Parks Commission; the St. Lawrence Parks Commission; the Mining and Lands Commissioner; the Algonquin Forestry Authority; and the Provincial Parks Council, among others. In 2014 the ministry was renamed the Ministry of Natural Resources and Forestry, but responsibilities did not change.",MNR,,,,,,,,,,,"Canadiana Name Authorities, 1996-12-24. KWIC Indexes, 1975-1996. Government of Ontario Telephone Directories, 1972-1996",Ontario. Ministry of Natural Resources and Forestry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Natural Resources,,,,,,,Ontario. Dept. of Lands and Forests.,Ontario. Dept. of Mines and Northern Affairs,,,,Rules for Archival Description,Approved,Y
3777,AA62,Ontario. Ministry of Northern Affairs,,,The Ministry of Northern Affairs was responsible for the development of programs and policies relating to the expansion of social and economic opportunities for residents of northern Ontario.,"The Ministry of Northern Affairs was established in 1977, when the Northern Affairs Branch of the Ministry of Natural Resources, was removed to form a separate ministry. The Ministry maintained more or less the same organisational structure during its existence, consisting of an Office of the Minister, an Office of the Deputy Minister, a Planning and Administration Division, a Northeastern Regional Office and a Northwestern Regional Office, both consisting of a Community Relations Branch and a Regional and Community Development Branch, and a number of Northern Area Offices. Several agencies reported to the Ministry including the Ontario Northlands Transportation Commission, the Municipal Advisory Committee Northeast, and the Municipal Advisory Committee Northwest. In June of 1985, the mining functions of the Ministry of Natural Resources were transferred to the Ministry of Northern Affairs, which was subsequently renamed the Ministry of Northern Affairs and Mines. By November of 1985, however, the name was again changed to the Ministry of Northern Development and Mines.",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12-24. Government of Ontario Telephone Directories, 1977-1985",Ontario. Ministry of Northern Affairs and Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Northern Affairs,,,,,,,,,,,,Rules for Archival Description,Approved,Y
3778,AA63,Ontario. Ministry of Northern Affairs and Mines,1985,,"The Ministry of Northern Affairs and Mines was responsible for the economic and social development of northern Ontario. Through its Northern Affairs Offices, the Ministry also assisted communities without a municipal government in establishing Local Services Boards, which in turn acted on behalf of the local residents and ensured that basic services such as water supply, fire protection, sewage disposal, street lighting, and garbage collection were provided to the community. The Ministry was also responsible for the regulation and development of the mineral resources of the province.","The Ministry of Northern Affairs and Mines was established in June of 1985, when the mines functions of the Ministry of Natural Resources were merged with the Ministry of Northern Affairs. The Ministry consisted of the Office of the Minister, the Office of the Deputy Minister, a Planning and Administration Division, a Mineral Resources Group, a Northeastern Regional Office and a Northwestern Regional Office, along with a number of Northern Affairs Offices. Agencies which reported to the Ministry included: the Ontario Northland Transportation Commission; the Municipal Advisory Committee Northeast; and the Municipal Advisory Committee Northwest. In November of 1985, the Ministry of Northern Affairs and Mines was renamed the Ministry of Northern Development and Mines.",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12-24",Ontario. Ministry of Northern Development and Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Northern Affairs and Mines,,,,,,,Ontario. Ministry of Northern Affairs,,,,,Rules for Archival Description,Approved,Y
3779,AA64,Ontario. Ministry of Northern Development and Mines,,,"The Ministry of Northern Development and Mines was responsible for the social and economic development of northern Ontario, and for co-ordinating other Ministries' policies and programs with respect to northern Ontario. The Ministry also promoted and regulated the development and use of the province's mineral resources. Through its Northern Development Officers, the Ministry was also responsible for assisting communities without a municipal government in establishing a Local Services Board, to act on behalf of the residents and to ensure that basic services were provided to the community.","The Ministry of Northern Affairs and Mines was renamed the Ministry of Northern Development and Mines on November 15, 1985. The Minister of Northern Development and Mines presided over the Ministry from 1985 until 1987. Starting in 1988, however, two Ministers began presiding over the Ministry, one responsible for Northern Development and the other for Mines. This situation was discontinued in 1992, and since then, just the one Minister has presided over the Ministry. Until 1989, the branches of the Ministry were organized, at various times, into the following divisions: Planning and Administration; Corporate Services; Northern Development; Northern Transportation; and Mines and Minerals. In 1989, the Northern Development Division and the Northern Transportation Division were merged to form the Northern Development and Transportation Division. By 1993, the name of the Division was simply the Northern Development Division. Both the Ontario Northland Transportation Commission and the Northern Ontario Heritage Fund Corporation report to the Minister of Northern Development and Mines. The Ministry of Northern Development and Mines was superceded by the Ministry of Northern Development, Mines and Forests in 2009.",MNDM.,MDNM,,,,,,,,,,"Ministry of Northern Development and Mines, Annual Reports, 1983-1990. Government of Ontario Telephone Directory, 1991. Canadiana Name Authorities, 1996-12-24. Ministry of Northern Development, Mines and Forests web site, at July 2010.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Northern Development and Mines,,,,,,,Ontario. Ministry of Northern Affairs and Mines,,,,,Rules for Archival Description,Approved,Y
3780,AA89,Ontario. Ministry of Revenue,,,"The Ministry of Revenue was responsible for tax  administration and collection for the Province of Ontario. Activities included conducting property assessments to provide the tax base for Ontario municipalities; operating the Province of Ontario Savings Office; administering the Employee Share Ownership Plan and the Ontario Home Ownership Savings Plan; and directing the Ontario Tax Credit Program, the Guaranteed Annual Income System (GAINS), Ontario Property and Sales Tax Grants for Senior Citizens, and the Small Business Development Corporations Program.","The Ministry of Revenue was established in 1972, replacing the Department of Revenue. With this change, the Ministry also acquired responsibility over assessment functions which had previously been a part of the Department of Municipal Affairs. The Ministry was presided over by the Minister of Revenue. The branches of the Ministry were grouped into four primary areas. These were the Office of the Deputy Minister, the Tax Revenue and Grants Program, the Property Assessment Program, and the Support Services Division. Also attached to the Ministry was the Province of Ontario Savings Office. The Tax Revenue and Grants Program was administered by an Assistant Deputy Minister and was responsible for retail sales tax, motor fuels and tobacco tax, corporations tax, tax appeals, and for the Tax Operations and Design Division (renamed the Revenue Services and Operations Division in 1991). The Property Assessment Program, also administered by an Assistant Deputy Minister, consisted of the Assessment Services Division, the Assessment Policies and Priorities Branch, and the various Property Assessment Regional Offices. In 1986, the Support Services Division was renamed the Corporate Resources Division, and in 1988, an Information Technology Division was established. In 1993, the Ministry was amalgamated with the Ministry of Financial Institutions and the Ministry of Treasury and Economics to form the Ministry of Finance.",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24",Ontario. Ministry of Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Revenue,,,,,,,Ontario. Dept. of Revenue,,,,,Rules for Archival Description,Approved,Y
3781,AA80,Ontario. Ministry of Skills Development,,,The Ministry of Skills Development was responsible for providing programs and initiatives designed to develop and upgrade the skills of individuals in Ontario and enhance their employability. Activities of the Ministry included co-ordinating and administering employer-based training programs; establishing and developing youth employment initiatives and programs; assisting individuals and communities in developing literacy and other basic skills; and conducting labour market research.,"The Ministry of Skills Development was created by an Order-in-Council dated March 22, 1985, which became effective April 1, 1985. The core of the new Ministry was the Skills Development Division of the Ministry of Colleges and Universities (minus the College Affairs Branch). In addition, several other agencies and programs were attached to the Ministry, including: the Ontario Manpower Commission from the Ministry of Labour; the Youth Employment Program from the Ministry of Municipal Affairs and Housing; the Ontario Skills Fund and Ontario Youth Opportunities from the Ministry of Treasury and Economics; the Ontario Youth Commissioner; and the skills development programs and staff from the Ontario Youth Secretariat of the former Secretariat for Social Development. In 1988, responsibility for basic literacy programs was transferred to the Ministry of Skills Development from the Ministry of Citizenship and Culture. Also by 1988, a new Crown corporation, the Ontario Training Corporation, was created to facilitate partnerships between the government, employers, unions and educators. In 1990, youth employment and literacy functions were moved from the Ministry of Skills Development to the Ministry of Education; labour market research was transferred to the Ministry of Labour; and grants programs for youth and student entrepreneurs were transferred to the Ministry of Industry, Trade and Technology. From 1991 to 1993, legal services for the Ministry were provided by the Legal Services Branch of the Ministry of Education. On February 3, 1993, the Ministry of Skills Development was merged with the Ministry of Education and the Ministry of Colleges and Universities to form the Ministry of Education and Training.",,,,,,,,,,,,"Canadiana Name Authorities, 1996-12- 24. KWIC Indexes, 1985-1992. Government of Ontario Telephone Directories, 1985-1993",Ontario. Ministry of Education and Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Ontario Government Name,,Ministry of Skills Development,,,,,,,Ontario. Ministry of Colleges and Universities. Skills Development Division,,,,,Rules for Archival Description,Approved,Y
